,text,start,duration
1321,similar to the if statements. So earlier you learned that our if statements ,5360.0,4.0
1322,"can optionally happen else part. Here, so",5364.0,4.0
1323,"if this condition is true, do this,",5368.0,4.0
1324,otherwise do something else. In this case our if statement doesn't have,5372.0,4.0
1325,"an else part. Now, similar to the if statements",5376.0,4.0
1326,"Our while loops, our while statements can also have an else part. ",5380.0,4.0
1327,"So, right at this level we can add",5384.0,4.0
1328,"an else block, so else colon. ",5388.0,4.0
1329,And the code that we write here will get executed if this while loop,5392.0,4.0
1330,completes successfully without an immediate ,5396.0,4.0
1331,break. In other words. If the user guesses the,5400.0,4.0
1332,"right number, you break this loop, you jump out of it so the code that",5404.0,4.0
1333,we write in the else block will not get executed. ,5408.0,4.0
1334,"But if the user cannot guess this number, you're never going to break out of",5412.0,4.0
1335,"this loop, so this loop will be executed to completion untill",5416.0,4.0
1336,"this condition become false. In that case, the code that we write",5420.0,4.0
1337,"in the else block will get executed, and this is the perfect opportunity for us",5424.0,4.0
1338,"to tell the user hey, you made three guesses but none of them were right.",5428.0,4.0
1339,"So, print, sorry you",5432.0,4.0
1340,"failed. Now, let's test the program one more time.",5436.0,4.0
1341,"So, guess 1, 2, 3, ",5440.0,4.0
1342,"sorry you failed, let's run it one more time. This time I'm going to make",5444.0,4.0
1343,"a wrong guess, and then the right guess, ",5448.0,4.0
1344,we won and our loop terminated immediately. ,5452.0,4.0
1345,"Alright, now it's time for you to practice what you have learned so far. ",5460.0,4.0
1346,So once again we're going to build a game this game is a simulation ,5464.0,4.0
1347,card game. Now our game doesn't have a graphical user interface or gooey ,5468.0,4.0
1348,"and it doesn't really matter for now, our focus is entirely on building the",5472.0,4.0
1349,engine for this game. So let's see how this works. ,5476.0,4.0
1350,"When we run this, we get this little symbol here, and our program",5480.0,4.0
1351,is waiting for us to enter a command. If you type help,5484.0,4.0
1352,either a lower case or upper case we get the list of commands,5488.0,4.0
1353,that our program or our game currently supports. So we can type the,5492.0,4.0
1354,"start command to start our car, we can type",5496.0,4.0
1355,"stop command to stop our car, and quit to terminate the game.",5500.0,4.0
1356,Any other commands that we type our program is going to tell us hey I don't understand that.,5504.0,4.0
1357,"For example, if I type asd here, it's going to say I don't understand ",5508.0,4.0
1358,"that.If you type start, we get this message, ",5512.0,4.0
1359,"car started, ready to go, if you type stop it ",5516.0,4.0
1360,"says car stopped, and finally if we hit quit",5520.0,4.0
1361,"our program terminates, this is a fantastic exercise for you to practice",5524.0,4.0
1362,"wha you have learned, so pause the video and spend 5-10 minutes",5528.0,4.0
1363,to build this program. ,5532.0,4.0
1364,"Alright, we're going to start with a while loop with a condition ",5536.0,4.0
1365,What is our condition here? We want to run this loop ,5540.0,4.0
1366,until the user types quit. So we can define a variable,5544.0,4.0
1367,"or a story to command what the user enters, and then we can run this",5548.0,4.0
1368,loop as long as the command does not equal to quit. So right before,5552.0,4.0
1369,"the loop, we define a variable, command, and initially we set it",5556.0,4.0
1370,to an empty string. An empty string is a string that has no characters,5560.0,4.0
1371,in it. We only have the quotes. So then,5564.0,4.0
1372,we type out our condition as while command ,5568.0,4.0
1373,does not equal to quit then do something. ,5572.0,4.0
1374,Now immediately we have a problem here because we're assuming that the user ,5576.0,4.0
1375,"types the command in lower case, so if they type this in upper case they",5580.0,4.0
1376,"our program is not going to behave properly, so to fix this problem, you need to",5584.0,4.0
1377,call the lower method of the string object and then compare the results.,5588.0,4.0
1378,With this quit. You could also call this upper,5592.0,4.0
1379,and then type quit in upper case. It's about our personal preference ,5596.0,4.0
1380,in this demo I'm going to use lower case characters. ,5600.0,4.0
1381,"So, okay, now in this loop we need to ask the user to enter",5604.0,4.0
1382,"a command. So once again we're going to use our input function, we're going to add",5608.0,4.0
1383,"a greater then symbol followed by a space,",5612.0,4.0
1384,"whatever the user enters, we get it and store it in our",5616.0,4.0
1385,command variable. Now apart from,5620.0,4.0
1386,"quit command, there are three other commands that we need to support. Start, ",5624.0,4.0
1387,"stop, and help. So here we need an if statement to compare",5628.0,4.0
1388,what the user enters with one of the supported commands. ,5632.0,4.0
1389,"So, if command.lower",5636.0,4.0
1390,equals start then you want to print the message ,5640.0,4.0
1391,like the car started. So print the car started. ,5644.0,4.0
1392,"Ready to go, it doesn't matter, ",5648.0,4.0
1393,"now the second condition. What if its not start, maybe it's stop? So, ",5652.0,4.0
1394,el if command.lower,5656.0,4.0
1395,"equals stop, there you go, then we print a ",5660.0,4.0
1396,different message car stopped. Now look at our code.,5664.0,4.0
1397,We have repeated this lower lower lower multiple times. ,5668.0,4.0
1398,"This is bad, in programming we have a term called dry, which is short for ",5672.0,4.0
1399,don't repeat yourself. So whenever you have duplicate,5676.0,4.0
1400,your code that means you're doing something wrong. So how can we solve this problem. ,5680.0,4.0
1401,"Well, instead of calling the lower method in each condition, ",5684.0,4.0
1402,"we can call it right here when we get the input from the user, so",5688.0,4.0
1403,"this input function as you know returns a string, we can",5692.0,4.0
1404,"immediately call the lower method on this string, and with this command ",5696.0,4.0
1405,"will always be in lowercase, so we don't need to",5700.0,4.0
1406,"call this method in every condition. Look, ",5704.0,4.0
1407,we remove the duplication and also our conditions ,5708.0,4.0
1408,are shorter and easier to read. There is also one more place ,5712.0,4.0
1409,"we need to modify so, it's right here. That is better. ",5716.0,4.0
1410,"Now, the third command. We need one more el if.",5720.0,4.0
1411,"If the command equals help, then, ",5724.0,4.0
1412,"we want to show the commands that we support. So, ",5728.0,4.0
1413,here we're going to print a multi line string. So we,5732.0,4.0
1414,"use triple quotes like this, and ",5736.0,4.0
1415,give the user a guideline like this. So start,5740.0,4.0
1416,to start the car stop ,5744.0,4.0
1417,"to stop the car, and ",5748.0,4.0
1418,quit to quit. Now finally we need ,5752.0,4.0
1419,"an else part, so if what the user enters is none of these commands, ",5756.0,4.0
1420,"we're going to tell them, hey we don't understand these, ",5760.0,4.0
1421,"else, colon print ",5764.0,4.0
1422,sorry I don't understand that. ,5768.0,4.0
1423,And by the way note that here becomes I'm using double,5772.0,4.0
1424,"quotes, I can easily use a single quote as an apostrophe, okay?",5776.0,4.0
1425,So let's run our program up to this point and see what happens.,5780.0,4.0
1426,"Alright, let's type start car is ",5784.0,4.0
1427,"started, beautiful, stop, car is stopped, help, ",5788.0,4.0
1428,"we get this guideline, but there's so much indentation",5792.0,4.0
1429,"before our commands, we'll fix that in a second. And finally ",5796.0,4.0
1430,"let's test the quit command, oops, our program ",5800.0,4.0
1431,"didn't work properly. Here is the reason. With these if statements, ",5804.0,4.0
1432,"we're comparing the command with start stop, and ",5808.0,4.0
1433,"help. Anything else will end up here, so that's why our",5812.0,4.0
1434,program says it doesn't understand that. So that's why our program ,5816.0,4.0
1435,"says it doesn't understand that command. However, after this el statement ",5820.0,4.0
1436,the control will be moved to the beginning of the loop.,5824.0,4.0
1437,"At this point our command is quit, so our loop will complete and the",5828.0,4.0
1438,program terminates. In other words when we run this program,5832.0,4.0
1439,"and type quit, our program actually quits but ",5836.0,4.0
1440,we still see this message which shouldn't appear here. How can we solve this problem?,5840.0,4.0
1441,"Well, we can come back here and just before ",5844.0,4.0
1442,"the else block, add another el if, something like",5848.0,4.0
1443,this. el if command equals ,5852.0,4.0
1444,quit then you can immediately break. ,5856.0,4.0
1445,"This will solve our problem, but note that we have kind of repeated",5860.0,4.0
1446,this expression in two places. The reality is that,5864.0,4.0
1447,"we don't really need this condition on the top, because with these if statements ",5868.0,4.0
1448,well more accurately with this el if we can jump out of this loop and terminate ,5872.0,4.0
1449,"our program. So, we can simplify our condition",5876.0,4.0
1450,to something like this. True. So while true means ,5880.0,4.0
1451,"this block of code is going to get executed repeatedly, ",5884.0,4.0
1452,"until we explicitly break out of it,",5888.0,4.0
1453,"okay? Now let's test our program one more time. So, ",5892.0,4.0
1454,quit now our program terminates and we don't see that message ,5896.0,4.0
1455,beautiful. So let's fix the last problem. You saw that when we ,5900.0,4.0
1456,"typed help, these guidelines appeared with so much in",5904.0,4.0
1457,"indentation, and here's the reason, look, right here in our code, ",5908.0,4.0
1458,"they are already indented. So when we use triple quotes, what we type here",5912.0,4.0
1459,"will be printed exactly as is. So, because we ",5916.0,4.0
1460,"have an indentation here, this indentation will also be printed on the terminal. ",5920.0,4.0
1461,"So, let's delete these",5924.0,4.0
1462,"okay, run the program one more time, type help, ",5928.0,4.0
1463,the indentation is gone. Beautiful. Now here's a challenge for you. I want you to,5932.0,4.0
1464,take this program to the next level. So right now if we type,5936.0,4.0
1465,start we get this message car started. And if we type start again ,5940.0,4.0
1466,we get the same message. It would be better if,5944.0,4.0
1467,we got a message like car is already started so it doesn't make sense to,5948.0,4.0
1468,"start a car twice. Similarly, if we type stop",5952.0,4.0
1469,"it says car stopped, if we type it again we get the exact same",5956.0,4.0
1470,"message, it doesn't make sense to stop the car twice. So here's what I need you to do",5960.0,4.0
1471,"if the car is stopped and the user tries to stop it again, ",5964.0,4.0
1472,"the program should say hey, the car is already stopped, what are you doing? And similarly ",5968.0,4.0
1473,"if the car is already started and the user tries to start it again, ",5972.0,4.0
1474,the program should yell at the user. So go ahead and make the necessary changes to,5976.0,4.0
1475,implement this scenario. ,5980.0,4.0
1476,"Alright to add this to our program, we need ",5984.0,4.0
1477,to know if the car is started or not. So there is one more piece of information,5988.0,4.0
1478,we need to store in the memory. What is the kind of data we need to store here? ,5992.0,4.0
1479,"A boolean. Is the car started or not, it's a matter of yes ",5996.0,4.0
1480,"or no. True or false. So on the top, here",6000.0,4.0
1481,we can define another variable like started and initially we set it,6004.0,4.0
1482,"to false. So the car is not started, right? Now",6008.0,4.0
1483,"when the user types the start command, here we need to check",6012.0,4.0
1484,to see if the car is already started. If not the we'll start it ,6016.0,4.0
1485,or otherwise we'll yell at the user. So in this block we'll write,6020.0,4.0
1486,"another if statement, if it's already started",6024.0,4.0
1487,and we print car is already ,6028.0,4.0
1488,"started. Otherwise, so if you add an ",6032.0,4.0
1489,"el statement here. And at this point, ",6036.0,4.0
1490,you set started to true. So we start ,6040.0,4.0
1491,"the car and we print this message, okay? Now we need to make a similar ",6044.0,4.0
1492,change for the stop command. So if the car is,6048.0,4.0
1493,already stopped we need to print a different message. If,6052.0,4.0
1494,"not started, so here we're using the not operator to see",6056.0,4.0
1495,if the car is stopped. So if it's not started that means,6060.0,4.0
1496,"it's stopped, okay? So if it stopped we print",6064.0,4.0
1497,car is already stopped with,6068.0,4.0
1498,"double p's, otherwise so else ",6072.0,4.0
1499,"we need to stop the car, how do we do that? We ",6076.0,4.0
1500,set started to false. And then we'll print this message. ,6080.0,4.0
1501,As easy as that. Let's go ahead and run our program. ,6084.0,4.0
1502,"So, initially our car is stopped. So I'm going to type ",6088.0,4.0
1503,"stop, it says the car is already stopped, so lets ",6092.0,4.0
1504,"start it, okay, now our car is started, let's",6096.0,4.0
1505,start it one more time. The program is yelling at us. So we can,6100.0,4.0
1506,not start the car twice. Beautiful. Now let's stop it,6104.0,4.0
1507,"it says the car is stopped, let's stop it one more time, we get this message ",6108.0,4.0
1508,again. ,6112.0,4.0
1509,"In this tutorial, I'm going to talk to you guys about ",6116.0,4.0
1510,"for loops in python. In the last tutorial, you learned about while loops ",6120.0,4.0
1511,you learned that we use while loops to execute a block of code multiple times. ,6124.0,4.0
1512,"In python we have another kind of loop, that is a for loop, and we use that",6128.0,4.0
1513,"and we use that to iterate over items of a collection, such as a string. ",6132.0,4.0
1514,"Because a string is a sequence of characters, so it looks like a collection ",6136.0,4.0
1515,so we can use a for loop to iterate over each character in a ,6140.0,4.0
1516,string and then do something with it. Here's an example. We type out,6144.0,4.0
1517,"for then we define a variable, this is what we call a loop",6148.0,4.0
1518,"variable. In each iteration, this variable will hold",6152.0,4.0
1519,"one item. So, let's call it item, in ",6156.0,4.0
1520,"here we type out a string like Python, and then ",6160.0,4.0
1521,colon. So with this for loop we can iterate over a string and in each,6164.0,4.0
1522,iteration this item variable will hold one character at a time,6168.0,4.0
1523,in the first iteration it will be set to p then ,6172.0,4.0
1524,"in the second iteration it will be set to y, and in the third iteration it will be set to",6176.0,4.0
1525,"t and so on. So here we are inside our for block,",6180.0,4.0
1526,"because of the indentation here, so whatever we type here will be executed in",6184.0,4.0
1527,"each iteration, for now we can simply print this item ",6188.0,4.0
1528,now let's run this program and see what happens.,6192.0,4.0
1529,So you can see each character in this string is printed on ,6196.0,4.0
1530,a new line. Let's look at another example. In Python we can,6200.0,4.0
1531,"define lists using square brackets, so let me remove this string from",6204.0,4.0
1532,"here, and define a list using square brackets, ",6208.0,4.0
1533,"a list is simply a list of items, a list of numbers, a list of ",6212.0,4.0
1534,"customers, a list of emails, products, blog posts, whatever. ",6216.0,4.0
1535,"So here we can define a list of names like Mosh, ",6220.0,4.0
1536,"Jon, Sarah, and then go ahead ",6224.0,4.0
1537,and run our program so we can see in each iteration we get one name ,6228.0,4.0
1538,and print it on a new line. We can also,6232.0,4.0
1539,"loop over a list of numbers, for example, ",6236.0,4.0
1540,"1, 2, 3, 4, let's run it, again",6240.0,4.0
1541,"we see each number on a new line, but what if we want",6244.0,4.0
1542,a list of numbers? We don't to explicitly type out a list,6248.0,4.0
1543,"with let's say 100 or 1000 numbers, we don't want to type, 5, 6",6252.0,4.0
1544,7 all the way to 100. That is when we use the range function. ,6256.0,4.0
1545,"So, let me delete this, ",6260.0,4.0
1546,"In Python we have a built in function called range, for creating",6264.0,4.0
1547,"range of numbers. So, we give it a number, let's say 10, ",6268.0,4.0
1548,"let's run this program, now we can see",6272.0,4.0
1549,here on the terminal we have 0 all the way,6276.0,4.0
1550,to 9. So 10 is not included. ,6280.0,4.0
1551,"So basically when we call the range function, this range creates",6284.0,4.0
1552,"an object, it's not a list, it's a special kind of object we can ",6288.0,4.0
1553,"iterate over, in each iteration this object will spit out a new number.",6292.0,4.0
1554,"We can also work with a  range of numbers here, let's say you want to start ",6296.0,4.0
1555,"from 5, and go all the way to 10. ",6300.0,4.0
1556,"So, let's run our program, now we have the numbers ",6304.0,4.0
1557,"5, 6, 7, and 9. Also, this range",6308.0,4.0
1558,"function can optionally take a step, so we can pass",6312.0,4.0
1559,"two asa step to this function, ",6316.0,4.0
1560,"and when we run our program, we can see our first number",6320.0,4.0
1561,"is 5, now we go two steps forward to get 7, ",6324.0,4.0
1562,once again we go to two steps forward we get 9 and that is,6328.0,4.0
1563,the end of our range. So this is the basics of using for loops in python. ,6332.0,4.0
1564,Now here's an exercise for you. I want you to write a program ,6336.0,4.0
1565,to calculate the total cost of all the items in a shopping cart. ,6340.0,4.0
1566,"So let's say we have a list of prices like 10, ",6344.0,4.0
1567,"20, and 30, I want you to use a for loop, ",6348.0,4.0
1568,"to calculate the total cost of all the items in our imaginary shopping cart, ",6352.0,4.0
1569,"so calculate that, and then print it on the terminal. That's pretty",6356.0,4.0
1570,easy. And you should do it in a couple minutes. ,6360.0,4.0
1571,So as you learned we use for ,6364.0,4.0
1572,"loops to iterate over all the items in a  collection, ",6368.0,4.0
1573,"a collection can be a string, it can be a list, it can be a range object that is",6372.0,4.0
1574,"returned from the range function. Anything, any kind of object that has multiple",6376.0,4.0
1575,items. So in this example we're going to use a for loop to iterate over,6380.0,4.0
1576,the list of prices. So for item in ,6384.0,4.0
1577,"prices, colon, and by the way this loop variable",6388.0,4.0
1578,"we don't have to call this item, can call this anything. For example, in this case",6392.0,4.0
1579,"we can rename it to price. So for price, ",6396.0,4.0
1580,in prices. Now in each iteration this,6400.0,4.0
1581,"price will hold one value. In the first iteration it's going to hold 10, then it's",6404.0,4.0
1582,"gooing to be 20, and then it's going to be 30. So we need to define ",6408.0,4.0
1583,another variable to calculate the total so,6412.0,4.0
1584,"we define that outside of our for loop, let's call it total",6416.0,4.0
1585,and initially we set it to 0. Now in each,6420.0,4.0
1586,iteration we get the current price and add it to the total so,6424.0,4.0
1587,we write total equals total plus price ,6428.0,4.0
1588,or as you learned earlier we can use the augmented ,6432.0,4.0
1589,assignment operator to simplify this code. ,6436.0,4.0
1590,"So, after our for loop. This total variable has ",6440.0,4.0
1591,"a total of all the prices we can simply print it here, ",6444.0,4.0
1592,"or we can use a formatted string, so a string ",6448.0,4.0
1593,"prefix with f, the other label, like total, ",6452.0,4.0
1594,"curly braces to dynamically include some value in our string, ",6456.0,4.0
1595,in this case our total variable. So let's go ahead ,6460.0,4.0
1596,"and run this program, there you go, so the total cost of",6464.0,4.0
1597,all the items in our imaginary shopping cart is 60. ,6468.0,4.0
1598,In this tutorial I'm going to talk to you guys about nested loops,6476.0,4.0
1599,in python. Using a nested loop basically means adding one loop,6480.0,4.0
1600,"inside of another loop, and with this technique we can do some amazing things",6484.0,4.0
1601,"for example we can easily generate a list of coordinates. So, a",6488.0,4.0
1602,acquired (?) as you know is a combination of x and y ,6492.0,4.0
1603,value. Let's say 0 and 0. Now let's say you wan to generate,6496.0,4.0
1604,"a list of coordinates like this. So we have 0 and 0, ",6500.0,4.0
1605,"then we'll have 0 and 1, then 0 and 2, next",6504.0,4.0
1606,"we're going to change x, so we're going to use 1 for x, ",6508.0,4.0
1607,and once again we're going to use these 3 values for the y coordinates,6512.0,4.0
1608,so 1 and 0 then 1 and 1 ,6516.0,4.0
1609,"and 1 and 2, you got the point. We can",6520.0,4.0
1610,easily generate these coordinates using nested loops. Let me show you. ,6524.0,4.0
1611,"So, we start with one loop, let's say for x in",6528.0,4.0
1612,"range 4. With this loop, we can generate value ",6532.0,4.0
1613,"for the x coordinate. Let's print this on the terminal,",6536.0,4.0
1614,"Okay, so, we get the values, 0 ",6540.0,4.0
1615,"to 3. Now for each x, like 0, we ",6544.0,4.0
1616,should generate a few y values. So that is where we use,6548.0,4.0
1617,a nested loop. So inside of this loop we're going to add,6552.0,4.0
1618,"another loop, so instead of just printing x first we want to add ",6556.0,4.0
1619,"another loop, for y in range ",6560.0,4.0
1620,"let's say 3, now we can print x and y together ",6564.0,4.0
1621,"so, print, here, we use a formatted string. ",6568.0,4.0
1622,to display coordinates like this. So we add parenthesis ,6572.0,4.0
1623,inside of this parenthesis first we need to add x so curly braces,6576.0,4.0
1624,x then a comma followed by ,6580.0,4.0
1625,"another set of curly braces, and y, ",6584.0,4.0
1626,let's run this program and see what we get. ,6588.0,4.0
1627,"There you go. So, we have these coordinates ",6592.0,4.0
1628,"0 and 0, 0 and 1, 0 and 2, then you have",6596.0,4.0
1629,1 and 0 1 and 1 1 and 2 and so on. So let me explain exactly ,6600.0,4.0
1630,"how this program gets executed. So in the first iteration, ",6604.0,4.0
1631,"of our outer loop, x is 0. Now we are",6608.0,4.0
1632,"on line 2, here we have a new loop which we call an",6612.0,4.0
1633,"inner loop. In this inner loop, in the first iteration y ",6616.0,4.0
1634,"is going to be 0, so we print 0 and 0 on the",6620.0,4.0
1635,terminal. Now the control goes back to line 2 or our,6624.0,4.0
1636,"inner loop. In this second iteration y will be set to 1, but",6628.0,4.0
1637,we are still in the first iteration of our outer loop. So ,6632.0,4.0
1638,"x is still 0, but now y is incremented to 1. ",6636.0,4.0
1639,So that is why we see 0 and 1 on the terminal. ,6640.0,4.0
1640,"Once again, the control goes back to line 2, we are in the third ",6644.0,4.0
1641,"iteration of our inner loop, so this will continue until our inner loop",6648.0,4.0
1642,completes. That is when y reaches 2 because ,6652.0,4.0
1643,this range function generates number 0 to 3 but not including ,6656.0,4.0
1644,"3. So we'll have 0 1 and 2. After this inner loop completes, ",6660.0,4.0
1645,"then the control goes back to line 1, and at this point we're going to",6664.0,4.0
1646,be in the second iteration of our outer loop. So x will be ,6668.0,4.0
1647,"1, then the control will be moved to line 2, or our inner ",6672.0,4.0
1648,"loop, at this point, this range function is going to generate the numbers 0",6676.0,4.0
1649,to 3 one more time. So this inner loop will be executed 3 times.,6680.0,4.0
1650,And then we'll go back to our outer loop. So this is how,6684.0,4.0
1651,nested loops get executed. ,6688.0,4.0
1652,"Okay, here's an exercise for you, but this one is a little bit ",6692.0,4.0
1653,more challenging then the exercises you have done so far. So I really don't ,6696.0,4.0
1654,"expect you to do it, but if you do it, wow, I will be so proud of you, ",6700.0,4.0
1655,"so see what I've done here? Using nested loops, ",6704.0,4.0
1656,"I've written some code to draw this f shape, can you see that? So I",6708.0,4.0
1657,"let me give you a hint, first of all we have this",6712.0,4.0
1658,"list, called numbers, in this list we have these values, ",6716.0,4.0
1659,"5, 2, 5, 2, 5, 2. These values determine",6720.0,4.0
1660,"the number of x's we have in each line. So, ",6724.0,4.0
1661,"for example, the first item in this list, this tells us that we should have ",6728.0,4.0
1662,"5 x's on the first line. There you go, so 1, 2, 3, ",6732.0,4.0
1663,"4, 5, on the second line we're going to have 2 x's, ",6736.0,4.0
1664,on the third line we're going to have 5 x's like this. ,6740.0,4.0
1665,So I've written code to convert a simple list of numbers,6744.0,4.0
1666,into a shape like this. Now here's a tip for you. ,6748.0,4.0
1667,Using your for loop you need to iterate over this list. In,6752.0,4.0
1668,"each iteration you get one number, this determines the number of x's",6756.0,4.0
1669,"to be displayed on that particular line. So if you want to cheat, ",6760.0,4.0
1670,"you can get this number and multiply by a string that contains x, ",6764.0,4.0
1671,"so if you multiply x by 5, we'll get 5 x's, that's not what ",6768.0,4.0
1672,I want you to do. I want you to use an inner loop here to ,6772.0,4.0
1673,generate a string that contains 5 x's. So imagine ,6776.0,4.0
1674,in Python we cannot multiply a string by a number,6780.0,4.0
1675,so to solve this problem we need a nested loop. So go ahead and spend ,6784.0,4.0
1676,"five minutes on this exercise. And by the way, do your best to solve this. It is",6788.0,4.0
1677,"a little bit challenging, but it's not extremely difficult. It just requires",6792.0,4.0
1678,a little bit of focus. You'll see my solution next. ,6796.0,4.0
1679,Alright so first we need to iterate over,6800.0,4.0
1680,all the items in this list. So for item ,6804.0,4.0
1681,"in numbers, or, you could rename this variable ",6808.0,4.0
1682,to x_count. That is the number of x's,6812.0,4.0
1683,on each line. Okay? Now I told you that if you want to cheat you can write code ,6816.0,4.0
1684,like this. Print x times ,6820.0,4.0
1685,x underline count. If you run this program we get the same ,6824.0,4.0
1686,"output. So this is the beauty of Python, with Python",6828.0,4.0
1687,"we can write expressions like this, we can multiply a string by a number to",6832.0,4.0
1688,repeat it. A lot of other programming languages don't support this feature. But,6836.0,4.0
1689,"for this exercise, I wanted you to imagine that we don't have this feature in Python ",6840.0,4.0
1690,so you will have to use an inner loop to solve this problem. Here's how,6844.0,4.0
1691,"it works. In the first iteration, x count is going to be 5.",6848.0,4.0
1692,So we need to generate 5 x's. How can we do that?,6852.0,4.0
1693,"Well, let's say we define a variable called output and initially set it to",6856.0,4.0
1694,"an empty string. Now we need to add 5 x's to this string. So, ",6860.0,4.0
1695,"we can use another loop for count in range, ",6864.0,4.0
1696,of x underline count. So we're using the range function,6868.0,4.0
1697,to generate a sequence of numbers from 0 up to,6872.0,4.0
1698,"x count. So in our first iteration x count is going to be 5, so",6876.0,4.0
1699,"range of 5 would generate the numbers 1, 2, 3, 4. ",6880.0,4.0
1700,So this inner loop will be executed 5 times. ,6884.0,4.0
1701,That is exactly what this count represents. ,6888.0,4.0
1702,So now in each iteration we simply need to,6892.0,4.0
1703,append an x to our output variable. So we set,6896.0,4.0
1704,"output, plus, equals x, ",6900.0,4.0
1705,and then after this inner loop we simply print ,6904.0,4.0
1706,the output. With his we'll print 5 x's on ,6908.0,4.0
1707,the first row. Then we go to the second iteration of our outer loop. ,6912.0,4.0
1708,"At this point x count is going to be 2, now",6916.0,4.0
1709,"on line 3, we're going to reset our output variable to an",6920.0,4.0
1710,"empty string. So we start over. Then we go to our inner loop, ",6924.0,4.0
1711,"this loop will be executed 2 times, so we'll append to x's ",6928.0,4.0
1712,"to the output variable and then print it, as simple as that. ",6932.0,4.0
1713,"So see, it wasn't really that difficult, but it was slightly more difficult then the",6936.0,4.0
1714,"previous exercises. So let's run this program, there you go. ",6940.0,4.0
1715,"Now if you're adventurous, I want you to modify the values that we have",6944.0,4.0
1716,"in our numbers list,",6948.0,4.0
1717,to print and l here. ,6952.0,4.0
1718,Now in this tutorial we're going to take a closer look at lists. ,6960.0,4.0
1719,"So, I'm going to define a list of names, let's send them",6964.0,4.0
1720,to John Bob Mosh ,6968.0,4.0
1721,"Sarah and Mary. So, ",6972.0,4.0
1722,"if you print this list here, what we see on",6976.0,4.0
1723,the terminal look exactly like how we define our lists we have,6980.0,4.0
1724,"square brackets, and in between these square brackets we have our item",6984.0,4.0
1725,"our items, so we have 5 strings in this list. ",6988.0,4.0
1726,So we can also access an individual element using an index just like,6992.0,4.0
1727,how we can access an individual character in a string using an index. ,6996.0,4.0
1728,"So, here we type out square brackets, ",7000.0,4.0
1729,and specify an index. The index of the first item in this list ,7004.0,4.0
1730,"is 0. So, let's run this program, there you go, ",7008.0,4.0
1731,we get Jon now if you want to print out the third element in this list,7012.0,4.0
1732,"it's index is 2, so names of 2, ",7016.0,4.0
1733,"returns Mosh, now we can also pass",7020.0,4.0
1734,"a negative index here, so negative 1, refers to the last item ",7024.0,4.0
1735,"in this list, that is Mary, let's run the program, ",7028.0,4.0
1736,"there you go, we see Mary, if you pass negative 2, this",7032.0,4.0
1737,"returns the second item from the end of the list. So let's run the program,",7036.0,4.0
1738,"there you go, we get sarah, so this is exactly like accessing ",7040.0,4.0
1739,individual characters in a string. We can also,7044.0,4.0
1740,"use a colon to select a range of items, for example if ",7048.0,4.0
1741,you pass 2 colon. This will get all items,7052.0,4.0
1742,"starting from the index of 2, that is Mosh here all the",7056.0,4.0
1743,way to the end of the string. So let's run this program,7060.0,4.0
1744,there you go. We get this list with 3 ,7064.0,4.0
1745,"items, Mosh, Sarah, and Mary. We can also specify ",7068.0,4.0
1746,"an end index, let's say 4, so this will return all",7072.0,4.0
1747,"the items up to this index, but it doesn't include the item at this index.",7076.0,4.0
1748,So when we run this program we only see Mosh and ,7080.0,4.0
1749,"Sarah, the item I've indexed 4which is the 5th element or",7084.0,4.0
1750,5th item in this list is not returned. So Mary,7088.0,4.0
1751,"is not returned. And also here we have default values, so if you",7092.0,4.0
1752,leave out the end index this expression is going to return ,7096.0,4.0
1753,"all the items starting from the index of 2, to the end of the list",7100.0,4.0
1754,"or if you leave out the start index, this expression asumes",7104.0,4.0
1755,"0 as the default index, so it will return all the items from the",7108.0,4.0
1756,"beginning to the end of the list. And by the way, ",7112.0,4.0
1757,"just like strings, these square brackets here, don't modify our",7116.0,4.0
1758,"original list, they simply return a new list. For example, if we pass",7120.0,4.0
1759,"2 here, you can see this returns a new list with 3 items. ",7124.0,4.0
1760,So if you go back here and print our original ,7128.0,4.0
1761,list of names right after you can see it's not affected. ,7132.0,4.0
1762,So here we want to use square brackets with a colon to select a ,7136.0,4.0
1763,"range of items, we get a new list, and by the way we can also ",7140.0,4.0
1764,modify any of the elements in this list. For example let's say we made a mistake and,7144.0,4.0
1765,"the first item shouldn't be john with an h, ",7148.0,4.0
1766,"so we want to remove the h, that is very easy, so we access it, ",7152.0,4.0
1767,"using an index that is names of 0, and we set it to a new value",7156.0,4.0
1768,"like this. Now, let's print our list ",7160.0,4.0
1769,"so, you can see the first item in this list ",7164.0,4.0
1770,is now data. So this is the basics of lists. And here's a ,7168.0,4.0
1771,exercise for you. I want you to write a program to find the largest number ,7172.0,4.0
1772,"in your list. This is a fantastic exercise for beginners, so go ahead and ",7176.0,4.0
1773,"spend a few minutes on this, then come back and continue watching. ",7180.0,4.0
1774,"Alright, let's",7184.0,4.0
1775,"define a list of numbers, numbers, with a bunch of random numbers",7188.0,4.0
1776,"3, 6, 2, 8, 4 and 10. ",7192.0,4.0
1777,Now to find the largest number in this list. We need to define another ,7196.0,4.0
1778,"variable let's call it max, this variable will hold",7200.0,4.0
1779,"the largest number, now initially you want to assume ",7204.0,4.0
1780,the first item in this list is the largest number. So we set max to,7208.0,4.0
1781,numbers of 0. We're only assuming that the first item ,7212.0,4.0
1782,is the largest number. Chances are our assumption is wrong. So we need,7216.0,4.0
